"standard_azul_11","exitable_azul_11","exitable_zing_17","standard_zing_17","exitable_temurin_17","standard_temurin_17"
199187199,207043894,171378170,162526813,176903142,174470523
198195995,206928135,174197325,162934554,179916884,174691001
198330139,206939067,173107065,163904692,175906519,175044018
198784397,208399146,173922336,166575309,175416714,174516820
198051782,207332580,316086316,168174808,175563992,174247132
199523584,207629422,169353366,167691803,175579591,174428133
198997170,207521366,168157437,168711634,175271660,174410851
198820927,205816645,165096697,312257891,174951927,174573448
195447981,201520256,164376176,166594995,175466589,174300091
192589106,199072119,165282117,160409431,175899807,175343954
191831184,196490970,164164535,161456114,176168654,173579829
190142803,196165225,164094954,161300949,177280194,174787924
187521356,194994032,164715236,161536405,178003580,172561064
186518832,194330658,164995025,161118623,177645003,174129088
186280912,193846071,164153074,162295131,177734663,174946382
185546503,193837175,165084835,160742021,177008832,175614566
186014879,198024569,163698445,161804942,177343434,173064566
185762381,196569509,166640633,161157036,177217115,173894735
186037712,207314396,165769147,161225314,176808053,173344535
198560203,207024217,164549404,161761950,177507524,172951743
198478069,207590507,165997950,160922430,177969176,174433644
198128758,207039105,163988534,160712393,176453834,175634514
198383591,207158772,164836887,160324107,176878044,174728821
198175096,207217754,165291055,161133200,177881210,175304490
197994394,206667093,165095495,159999331,176210394,175527901
198657748,214409755,163537303,161385677,175877796,175203018
198765732,207153703,164961543,160902412,175471007,175650513
198858277,206562695,164494330,162143272,175214262,175400000
198518895,206313023,163740527,161093564,175811792,174763908
197918380,206595107,165023910,161737453,175038160,174689928
198244457,206796306,163644696,160861523,175089238,173609536
198507854,249092103,165373742,161433045,175188403,174993792
195558509,272401395,165236212,159862651,175474886,173483127
192532980,199644270,165405341,161710822,175529538,173670902
191541005,195276235,165049469,160495119,176987934,174762215
187716405,195385451,163261473,160682695,178204871,173607542
187790815,195343072,164032549,161093461,176892703,174312595
187524612,194082809,164006830,161087109,177182320,172537629
185720712,193908961,164829033,162114605,177385414,173003841
185064512,193493616,165489611,160812730,177905185,173476734
185580277,201968141,163935405,161726791,177207588,173421401
185689613,195976018,164736709,160764518,176839953,173301293
186604643,206241167,165155330,162858943,176798776,173467156
198048185,206607100,164858379,160693403,177462209,173471345
198341570,206770558,164232417,161760372,177071762,173780489
198030321,206974634,165977714,160750120,176990608,174795548
198117747,206733459,164792625,160851391,176115125,174802971
198858407,206877460,165391357,161806801,177206817,175512813
198182369,213604474,164590784,161309499,176031717,174849089
198195413,206571262,163698899,161018628,176970211,174944599
198174424,206465261,168031414,160916985,175635159,174322664
198311873,206049125,165918513,160646713,177974998,174932766
198252591,206778443,166106387,162350850,175477090,174351488
198360325,206505077,165812532,161070736,175360309,173844240
197829000,206735171,167927727,162314701,175231376,174802320
197963054,202905194,173223240,161221801,179431488,174424997
195798843,307300622,170981937,161811758,178778445,174724974
192876729,359491197,172475177,161533561,176206508,174226331
191775607,267672338,171571230,162904949,175466470,175101966
187941010,194622539,170871257,163495166,177014394,174377858
187355682,195078161,172378385,163588002,176951585,173244687
187008977,193929981,172060985,165299142,177416954,172604987
186083017,193599947,482849956,331068232,177390394,172664329
187781157,203443731,261134462,221267385,176934633,172837607
186333762,195828619,169591982,208684979,177632552,173271026
185821783,195654691,166567419,279815755,177415401,173311342
186948393,206883271,163851430,210303342,177266340,173086867
198410179,206197185,164900631,160629527,176559355,173800347
199379702,207214348,164163358,160270217,176516323,173347259
198081428,206615495,164098225,161517869,177051975,174880758
197991067,206973843,165682409,160265888,176342956,174993091
198404619,206374520,164044685,160358392,175615042,174644001
198255627,206885015,165189527,161217701,175925267,174966571
198120120,207464300,164286943,160533774,176301940,175311943
197693925,207691549,165041678,160488308,176355620,175144998
198108318,207550502,164290129,161475337,175283035,174560543
197981690,206658968,165028274,160582056,175414212,174218227
198724413,207859697,164817245,161818406,175444910,174469971
198845451,212249233,164088658,160438764,175548116,174545424
198841865,202242310,165025128,161555177,175132350,175009010
194699404,200758226,164078710,160512944,178110134,175575111
192613161,199494327,165518729,160556416,176250652,174044537
192216490,247138911,164179741,160419537,176607918,173804825
187183206,314366736,165351043,159870346,180451006,173470503
187188336,201548109,164631754,160968135,180651405,174610217
188723177,199361265,164773624,161325481,179730776,173284101
185839536,193185484,165009989,161718075,176913414,172991357
185386139,195566654,164677261,161257012,178008132,172860950
185769614,193845632,165245725,160556835,178954089,173240848
186810332,195936884,164302964,161865924,184127119,172989212
187341706,207970707,165044435,160815965,177204414,173471995
198498706,206803341,164480510,160329254,177697375,172715376
198652106,206860900,165284659,160694015,178602234,173489819
198890858,207097927,165338440,160193246,177504972,174083912
198779917,213061168,165151848,161446891,177001180,175145138
198722569,206768174,165120970,160822257,176712475,175333544
198504948,206905655,163527801,159796123,176192504,175494759
198898271,206578967,164796126,160711056,176415654,175123166
198485551,206496682,165789051,161803394,183365501,175018018
199071408,206217063,165104319,160484497,175502230,175223996
198300010,206449212,164796126,161686072,178549345,174731376
197960188,211333072,165279801,160979613,175283395,174666082
198646165,206842565,164387485,161394109,175501599,175061901
199315751,202051671,166029677,160647213,176683601,175047733
196327441,200497634,164429664,160437026,176189458,174216864
193207585,199610397,165482985,161406992,176109466,174169855
192057891,195291355,165216611,160430494,176181412,175388658
187423811,195098569,164934538,161304307,263784638,174398958
187596958,310060057,166063160,159527652,296738108,174279913
187950316,318022075,167728727,161434123,249614445,173746423
185878228,317979694,166116061,159945895,177738414,173286435
185045535,197603324,166241287,162068223,177480707,173879696
185415785,193985246,166654709,160888719,177131587,172999001
185915810,196004262,171943598,161717430,179687325,173180043
186835709,207008899,171516872,161146466,176742743,173966420
200139778,206537970,172463030,162592365,182899641,181612221
206188702,211644680,171948688,161383686,177002013,173682583
198002517,206721646,174097518,162777755,177014978,180984906
198043085,206805495,172295724,164077167,176266584,260361202
198620576,206528131,172189403,164516188,175990653,175429646
197935652,206174051,316047623,166605182,176433780,175146971
198086046,206534703,170644867,166624048,175958111,175386194
198250817,206592001,168518900,168741077,176079321,175356187
198515297,205893302,165192738,243819294,175190983,174698373
198223645,211399468,164609667,236830741,181355766,181789808
205467819,207197937,164547398,160707815,175031621,175309799
198018268,206365654,164747147,160204891,175261255,175046592
198293186,201796358,164320300,161384295,175567063,174582644
246412448,200470763,163951393,160469743,175468907,174414697
359219158,200309388,165664179,160635617,175441436,173708252
200495920,195314638,165089303,161513870,180638401,173855210
187325935,195093681,164941044,160466878,178920157,174784876
194446015,199622650,165733531,160327533,177221298,173882001
186881405,193505590,165723442,160513876,228466344,179275634
185811743,195782553,164511541,161748022,295967755,174694146
185111449,313079655,165333706,160893365,279400904,173144876
185391719,313114360,165074606,161520653,177492961,172167769
185864172,224764206,164877373,160586422,177390438,173623532
187569195,206995514,164995436,161753732,176964072,174382526
198692712,214532940,163917811,160474069,177090541,173403096
204780178,206390711,164726028,160597864,177154723,173569329
198211532,206615236,163826158,161706883,182854307,173468208
198559771,206487514,166147313,160518022,176094119,193556258
198070005,207098870,165074076,161178362,176283908,293503568
198512932,206362429,163596825,159490366,175904491,293420400
198321180,206620425,165879176,160428903,176015641,193850925
198198568,206432350,164486866,160555733,175877019,175541277
198325528,219481182,165888574,161522734,175444884,175383047
198576302,206265115,165341350,160510548,175296713,175124328
204692143,207362097,163715270,161293339,174921464,174148415
198107827,207094321,164471708,160797980,181104914,180430257
198516287,202218727,164122989,160980186,175900133,175139838
194265303,200485331,164445319,160320166,175703181,174695448
192920250,199983522,164295345,161558400,176259612,173880577
344994528,194826946,165094285,160337169,176110340,172946462
306670814,195248443,163619009,161245206,177126920,173742386
312136166,206730964,164888726,159959642,176922565,173528843
192928205,193327273,164495995,161765601,177670677,173970698
185789320,197366587,163995109,160366011,176838876,173797811
185847210,194272409,166015435,161664340,190554051,174258862
185536162,193987240,163967267,161680270,300056378,178274131
185401618,318959007,165087993,161454613,295047518,173518152
187631172,429855422,164212990,160967500,192736002,172901036
200307905,440914683,163621183,160916393,177435734,172923247
205718592,250287152,165500292,159699077,176983089,174063232
198167108,212145889,164903115,161996478,177276113,172918439
198639851,207207847,167196286,160387441,175736605,175432110
198133574,207042023,165147777,160307089,181451249,174897609
199168320,206969396,167227555,160552293,176215941,175356047
198067270,208180665,165554966,160736360,179899387,258140153
198459610,221487713,165240762,161941934,176465682,291908873
198590839,207406812,171152339,160607926,175268180,245978235
203488467,206562436,172124164,161839850,175037526,174731295
198294128,206806518,171891536,161618651,176696127,174850741
198284780,207414437,171894511,163026416,175464572,174697461
197635052,204395902,171262448,161782640,175380543,174259423
194202053,200510700,171633498,164284549,175241850,174946432
192762341,200061409,171066308,163395254,181130643,180208509
191849986,195114371,311886072,166784822,175792662,173562305
186879040,208183230,171533370,167598162,177549309,174141070
191952912,195578357,167824965,167306390,177011994,173988661
300835533,193936324,163777159,193166796,178202513,173222473
304449865,193918039,165418430,287679759,177234465,173516609
219079518,195018349,164803528,162396662,176752153,173758286
185609650,194368450,164875775,160570013,179743634,173385461
186031487,199160398,164033053,160918092,177398795,174145668
187948802,207071739,165823224,161220383,282047797,178890497
204060528,219244675,164890924,161832433,294220988,173385732
198331268,393707385,163542196,160866073,225605644,173454351
198460692,430174556,165795332,162366944,177297655,173590599
198923577,297351501,164635009,160929783,176371214,175557536
197991846,206724803,164222772,161999930,176494768,175048385
198740161,207130581,164623168,160161117,176239907,175894704
198217664,215645313,168114833,161191397,176160938,174988010
198091505,206671433,163545203,161926570,181573260,175019519
197809391,206494528,166380908,160772815,176132204,204517527
203275684,206711378,163988329,161610452,175460875,292639033
198187697,206624233,164622387,160559271,175970990,290709225
197788732,206424326,165431806,162089006,176114240,182058084
198295791,202538441,165872388,159191009,175479109,175197596
193742514,199381746,165103426,161799478,175799184,175337661
192657672,200648410,164644509,161076078,176324567,175190543
191523198,208018047,165940307,162053469,175829332,173790146
187047247,194836927,164029477,160812549,183209591,179754370
192614151,194728581,164861409,160884585,177213555,173755000
186216297,193903071,163088350,161459984,177689045,174144456
185999938,193784658,164908047,161483088,177864535,173901476
272417213,193970950,166311699,160542758,177275594,172938576
304242292,193594468,163694666,160541024,177354462,172842695
247825948,197944240,164652826,161513465,177602681,173019670
187754074,207423563,164085934,160916055,177572344,173686990
202853216,217311712,165060666,160777551,176839209,173937144
201841433,207865600,164597781,160646573,250820609,174108468
198486591,207114610,164915933,161957856,295120599,179176978
198221580,342000975,164608662,160781618,257396279,175281023
198362126,424761937,165169943,161648410,177276304,174026713
198059624,342268812,163752976,160521556,176828710,175568587
198510857,215031653,165368318,161376995,176592614,175079913
197928817,206524245,163901146,160775857,176490701,174396552
198136158,207269393,165214808,161904143,175515119,174632679
205370633,207089333,164897959,160905572,180681507,174827687
198132843,206945982,164092838,160804912,175213228,174477586
198236829,207830885,164704234,162443614,175701110,268726352
197876488,202101156,165496150,160960185,175470164,291525178
193872708,199612803,166075695,160890924,175958567,234419096
192137790,199754941,167429431,160661759,176277609,173621578
192413441,204470323,166875486,161962182,176475523,173933557
187984007,194953647,165420727,161082195,178010543,173287697
199049776,195026745,164191456,161757274,177783674,173473738
186316085,193950270,171651527,160415794,183275486,173925331
186272613,193960570,173090095,162392355,177287076,178083571
186223829,194203069,170476107,161846342,177597692,173075986
185593579,194074406,172475704,163066732,177422631,173389959
244011877,199000635,172090968,162340377,178048225,173105872
325356735,206659450,170631371,164579236,177183951,173164804
404052333,215461116,172787543,163511384,177259033,172552546
310692434,206866831,315677272,166984880,177773104,173099381
198106462,206797712,171057657,167111150,177377897,174504736
198273648,206977221,168087265,168285963,218081045,174360805
197838464,207393869,163622442,167185080,296334403,179813190
198022884,295763811,165612461,311556892,289979591,175407353
197925530,422919305,165329937,165404787,176627130,174598213
197712307,430935124,165350677,160481035,175845133,174628660
198228723,333358332,166170805,160079613,176176318,176138905
210620418,207132154,164309691,161332126,174831148,175825523
198568917,210028087,163652269,160837028,175672056,175087227
198526616,208261709,166213707,160429737,181389665,174479679
198147840,202092620,166944617,160381314,175786533,174941192
194443889,198832387,164975919,160471966,176222066,222556152
192606455,208536979,165950720,161340410,176262351,291081869
191988597,195192570,163951514,160883055,175803074,285234246
186854733,194953107,166693073,161525321,177633601,174311000
186711171,194669660,165758948,160194240,177290554,173125570
198544399,193849712,165131192,161318308,177198960,174114007
185432986,193576044,166675019,161218368,177375344,173989963
184970821,194205974,165704286,160546485,177315641,173714614
185488039,194727420,164900998,161569543,182578621,178327763
185459746,207432481,163904106,160590309,177446278,173252389
188158246,207151160,165701149,161962327,177408015,172951521
227347095,206997259,165450597,160867473,177661043,173490319
314517624,207734091,164714607,160872072,178718781,173198277
431571301,207182619,165166761,160744861,185479441,173138433
362928305,206801009,163818043,161660044,179846400,173853266
198290720,206558610,165556908,160866952,177690640,175260916
197687199,207109121,165052666,161424968,180645821,175611478
198255904,206703144,165109012,159773942,300083236,176183479
197961968,215788244,166335770,160380139,295974947,181023348
197566841,304986251,163973557,161339386,202854127,174900764
210720366,423797014,164764551,160382463,175702975,174844768
197842813,378492513,164179226,160228372,175465507,174855589
197829488,206238716,164597245,160289427,175811020,174886358
198870636,202046593,165057555,160665088,175894658,174906035
193506265,207331952,165449786,159343716,181283716,174278879
191950394,201013691,165421943,161403565,176507585,174499446
192409673,195707662,166467349,160326135,176507164,173376473
187401966,194972834,165551418,161256608,178133917,278979463
187294864,195709236,165549004,160452676,177576705,291170426
196499564,194215562,165557320,160626334,178241921,222453768
186429829,193529696,165156522,160822905,177653890,173560481
185046534,194622532,165858529,161476633,177506302,172675067
185439817,193773477,164901220,160585285,177880960,173122725
186621441,199754250,163940195,161320237,177748870,172381342
188845375,207194102,166961392,160332637,182740839,172894503
199145986,207662728,166967925,160592699,177312576,179310290
198384197,207075447,166552120,160636411,177400452,173738297
198594854,207347492,165158448,161393774,177176098,173128184
268257999,207627431,166202479,162128947,176503718,172815804
418681805,207624975,172165814,160901533,176971212,176081948
408305610,215945070,173237959,162187728,178145029,174961679
198891906,207148205,173205087,161686088,176650285,174629953
200012343,206570222,173144934,161366953,176213921,175533320
197361012,208869167,172503822,161849717,277535590,178924651
197142869,210285625,171145086,164833627,294837730,181244155
205900904,260218954,171311701,163003302,231894949,174621297
197461432,423136757,317118293,166898347,175377651,174875146
197020698,258039856,168654352,167116500,176354939,174310218
192986903,197980308,164061245,167147407,176032108,174819902
190879620,200369393,166013153,166892755,176292700,174772522
190662199,194990709,167180638,260927661,176389422,173115510
186313568,195006027,163359150,219222827,187125330,174105011
185991390,195217627,165951176,160946867,177852196,173750340
186680693,194210814,165163699,160365415,177987021,226596068
195160882,193631248,164417869,160272829,177892071,290981058
185189524,193820426,165527296,160496652,178091307,273970475
185745985,194179415,164477181,161575636,177543162,173187215
185891972,200916166,165177083,160655114,178031896,174935189
188611763,207237634,165598390,161714059,177658240,174146980
200594905,207023429,163740450,160641717,177547270,172612268
198127290,206520137,166128662,160483507,182180331,174192846
198574185,206652327,165407399,161495774,177205595,174123145
198390588,208258824,164908337,161056993,176554896,179232152
206569999,207993873,165361953,161467080,177052536,175120991
207576292,206954419,165379027,160867173,176940103,174453700
414519987,207349105,165659717,161528506,177025525,177985505
414362880,207295493,165859643,160494017,176506315,174329625
242331309,207643160,165863451,161528235,175618707,175587403
197866628,207139028,164683471,160230407,175918945,174840320
206878322,207001197,165212933,161498418,241327004,175099941
199018214,206769640,164397472,160282145,294719359,174526567
200067238,202257241,164324404,161619196,264623364,179984724
193585955,200735766,163704503,160914111,176299925,175306231
191895490,200337614,165431245,160533640,176285819,174507181
191606855,195543012,163668537,160489316,176810088,174241718
187239279,194667107,164270572,161496604,178140662,173824731
187391025,194532152,164579256,160748978,177446170,174436978
187608537,193622692,327659963,319249929,182781948,173919018
194916631,193842267,218332004,211208274,177790089,173963934
185157282,194721971,165740811,164160736,178051543,173343722
185460636,193638883,165823126,159552532,177076994,293039008
185852045,201237373,163770899,161463399,177908684,291615737
188845745,207787654,163318255,160542105,177154139,207165681
198508270,207725185,166347328,161670881,177694189,173500818
198634298,206797392,163945159,160319693,177261451,173479228
198538918,206791400,165126079,161202635,176793889,173614263
198278526,207656015,165035559,160432255,182047671,173983110
198100319,206934452,165106874,161337490,176393783,174886097
206442778,207038378,165260764,160452706,176838092,179195523
197870925,207127967,164308175,160791856,176851948,176050828
198704781,206655083,164834720,160308511,176140335,175307694
374186423,206558161,164036302,160494743,175267104,175016513
414435086,210258173,167114506,160398481,175841140,175353410
291106148,207140170,166705965,161503895,175298013,175140617
206625754,206724845,166079120,160568583,176363055,175079031
198282694,202318858,166277906,161592782,210283242,175712719
194215464,197823282,165355003,160759183,296376881,174969985
191461370,199946525,173328615,161918428,295332178,180314928
191683068,194952156,172667677,161381702,178502556,174750660
186905867,194683007,171453022,161837003,178486456,173474108
187078293,194483059,171714176,161790586,177020487,174551654
187265848,193866985,171074238,161390358,178298020,174229375
185885269,194161772,171957666,163957769,177779891,173163149
194033611,194455286,171558502,163152213,183128504,173092207
185757046,194412986,314741183,164590035,177078456,172769185
186313789,200815347,168569998,166669261,177384475,172370150
191639585,207654072,166431056,167992668,177288634,234639150
198228360,207148997,166947512,167251073,177540650,295938197
198627585,207049169,164714675,212911153,178734765,260510852
198420244,206829553,164851112,264413814,176869332,174455884
198679934,206676564,166099571,163517353,176703559,173679375
197941638,206906438,165399869,160314389,176645950,174374641
206934126,206692725,164149248,161113542,181757294,174888931
198657040,206679991,165095995,160384040,176470950,176262048
199486359,206659071,163843259,160867555,176923775,174864295
200494855,207015215,163632862,161648304,175823797,180772051
198158729,206609667,164292688,160880760,175357537,175560461
324612855,207457330,163819104,161449036,176581860,174494827
414414927,206583538,163989515,161073044,175905322,175065455
423214450,202482458,164893353,162055033,175725481,174472535
282523773,197387318,165117937,160979186,176072788,174397874
191024052,200674350,164340118,161912512,176203375,174995623
192022318,196327575,165226963,161314270,291003844,174636064
187063555,194721339,164067855,161331994,240699922,174532057
187752939,194666926,164776673,160573096,176766237,183922657
186284392,194229000,164147374,160423093,177437255,174653837
186589058,194741768,164687254,161006105,177644727,173404837
185582005,193997341,166004633,161327735,177991381,173728839
185832488,194402316,165865410,160800346,177304786,173196252
185659441,201612253,163475586,160138223,177680134,173367507
189523105,207072743,165181489,162069969,178211438,173670879
198489704,207299332,165224410,160965408,178584342,173567344
198342776,206887904,163449707,161588006,177758993,182708572
198518448,207044580,164770732,160488644,177010038,296078211
198092893,206974517,164985759,161391214,177023485,291137833
197939724,207193622,163919183,160220857,176485728,197304290
198535871,207246301,165062855,160427609,176545361,175408373
197976673,208082792,163745196,160801867,177041779,175869745
197961716,207177430,164777635,160962551,176529210,175460663
198154891,206982142,164158356,161587885,176401229,175085293
198174207,207069397,164586785,159777127,175362096,174920731
198118462,207383451,164031537,161039506,176388044,180320548
198678711,212296426,164077945,160782150,175593403,174585197
198122651,203175287,164959781,161963736,175927403,174951159
194057004,196426322,165403739,160774293,176557364,174678284
191102761,201087922,164835185,160696376,176562874,174540863
192113692,196022529,164195007,160729258,176052952,174365702
188420170,195409851,165238378,161236719,178254510,174051669
187521099,195134270,165516794,161746965,176799802,174036480
186880689,193219742,164075961,160669646,178068458,173429022
185849029,194216406,166670853,161247037,178200698,174162398
185597703,194813364,164859853,161426427,177693229,173240996
185690570,194363202,167248205,160961818,177721213,173709142
185442951,201612664,164936477,161941803,177826341,172985464
191689679,206914283,164204705,160987306,176897266,173503793
198008514,207218128,172461271,162438343,177694141,172948013
198154900,207819434,171784223,161293454,178913976,173451465
198792736,207652509,171627106,162269192,177388805,173812036
198007983,206830415,172722496,161632265,176885153,173663384
198000549,214266800,172347948,163092952,176493384,248186287
198338878,206898774,171533399,163355850,177058571,190301503
198211948,207252193,171703983,164412399,176566141,175429443
197966274,207345529,317404792,164090239,177255153,175035589
197692026,207034000,171106734,167329882,176181274,174921583
197789681,207107950,163432698,167432716,175879905,175270553
197865393,206689990,163770105,168349102,175619233,174695686
198612326,207891190,165696805,168182406,175402253,174518291
198333147,361218117,164211739,312102346,175610236,175125288
194590823,271041619,164944734,165122131,177577592,174270913
191272832,200430239,166729445,160773147,176468857,174815483
191704979,195670304,164593932,159734721,176241228,174432458
187222806,195277732,165790542,161710632,177275101,174433210
187101507,194418968,165584452,160498387,177425104,173974101
186429427,193647961,164030718,160577537,178296590,174223474
185793174,201009383,165660647,160971572,177941690,174806626
185411762,193876504,164494133,161117138,177147129,173395558
185818451,194265268,165307761,160576374,177006373,172635451
185901068,202578510,164169220,161422085,177265974,174140216
189658770,207550506,165826170,160755342,176817806,173184400
198706393,207373513,163950867,161648134,179117932,172926181
198355650,207357320,165474035,160573407,177511557,173751011
198180819,206582186,165163248,161512034,177540543,174442107
198788949,213246481,164234434,160537208,176833617,173480169
198294764,206489532,166060783,161420231,177108296,173469849
197980852,207203500,164249292,160649000,177836110,176192185
198078076,206162974,166379425,160536949,176520876,174643647
197991952,206611331,165377523,160724843,176410087,175615465
198104154,206565665,165397130,160804003,175440385,175348821
198409000,207401646,165682380,160410057,175576282,175411479
198526693,206452341,165091764,160863926,176063843,174220096
197418528,217040642,164164542,161822332,175835422,174856400
198041346,202179596,165848884,161442701,177674175,174505377
194376228,249288097,165204617,162328588,175978012,175333582
190904424,359963287,164869614,160767613,176091997,174382283
191560134,290207111,164344322,160863434,176291835,175269741
187097960,195152144,165548818,161626699,177921793,174485919
187325690,194321084,163564248,160478485,176937063,173786086
186516150,199045292,165827484,161794076,179435733,175105761
185552418,194174637,165534671,160216789,178009538,174474969
185119079,194140493,164867570,161601250,177731424,173743195
185572255,193830787,165209937,160934528,177596659,172744117
185776822,202494091,163784966,160364529,177261105,173688753
189902311,206962085,164998208,160009997,177496589,173502349
198428978,206890319,164603453,161700618,177374990,172996223
198579552,206828742,164816445,160762421,177270152,173824399
198383482,212532912,165291071,161490069,177337780,173111481
200714589,206536139,165741402,160274998,179431134,173443600
198035354,207066482,164191715,161744691,178156527,173371022
198348054,206981691,167299986,160459437,177251056,175583394
199233038,208236643,166948352,161135919,176576782,174453478
197958198,206796542,167015829,160381679,175971620,175507991
198456771,206358213,166682640,161140516,176045209,174935610
198407487,207207669,165613862,160992395,175273471,175134776
198244459,212387869,172456368,159742919,175682764,174419384
197716531,206687815,172357621,161974544,175867443,176349362
197737621,201467110,171271369,160752641,177809812,174419714
194328757,195620199,172398448,162594789,176692502,174977108
191057413,200386767,173590600,161267004,176085445,175274770
191720597,224347482,171243727,162889726,176605588,174908228
187442320,314054452,172055140,163047896,178087416,174224615
188884305,319031399,299767564,163640117,177495979,173570239
186905596,284774675,187773864,166521332,177950839,174259872
186274753,193457522,167858332,168478708,177656653,173886407
186110824,194483902,163682654,166511061,179142289,174063310
185903230,193564635,164358211,168266575,177635464,174875105
186121212,203078465,163988853,283605507,178286542,173246155
190197078,207188753,164828830,196368578,178447006,173067679
198459505,211934963,164389500,160737361,177119278,174246146
198722002,206717863,165086486,161283584,178493524,173655850
198990489,206587366,165429926,160773127,177998038,173688341
199224110,206946916,165697571,161792117,177355665,173909730
198988356,206334459,165307143,160716079,184293649,173730371
199227056,206677447,164259484,161581538,177219477,175036239
198463874,207188843,165565762,160514528,177248944,174369439
198558372,207151152,164337912,160663077,176655492,175114627
199010147,212647580,164845372,160648811,175698164,175300419
198070870,211668289,165297335,160414628,175816548,174907706
198130082,206572619,164385724,161048448,176043867,174952641
198310264,206865492,166339294,161368844,176285032,175362116
198572639,201554304,163992781,160512163,175767836,174303294
196126776,195986332,165309128,160944430,183405372,175099649
190674710,200027829,164688907,161589551,176690589,174093588
192535157,194955444,165816828,160511430,177370093,174863693
187316892,199872345,164654952,161579041,224353314,175159813
187818361,194551570,166347480,160808742,297338806,174063612
186044056,226472468,164675741,161447101,193623962,174277756
185347450,312960716,164607042,160476594,177950549,173444701
185017376,309707306,165491894,159876386,177834860,174034336
185452367,194263806,164148847,162217589,184187038,174043863
185332121,203611853,163737650,160689667,177629312,172970404
191036142,206760825,165271418,160497071,177563959,173779874
198558793,206792274,165128558,160281524,178159343,173191072
206125445,206836177,164693596,161404189,177578016,172684114
